2017-07-090	10.5194/bg-2017-253	10.5194/bg-15-1065-2018	Copernicus GmbH	Crossref
2017-07-091	10.31219/osf.io/spqzv	10.3758/s13423-017-1346-0	Center for Open Science	Crossref
2017-07-092	10.5194/acp-2017-570	10.5194/acp-18-3619-2018	Copernicus GmbH	Crossref
2017-07-093	10.5194/nhess-2017-242	10.5194/nhess-18-15-2018	Copernicus GmbH	Crossref
2017-07-094	10.1101/165977	10.1016/j.jbi.2018.03.007	Cold Spring Harbor Laboratory	Crossref
2017-07-095	10.20944/preprints201707.0002.v1	10.30492/ijcce.2020.43488	MDPI AG	mEDRA
2017-07-096	10.1101/170589	10.1038/s41559-018-0758-1	Cold Spring Harbor Laboratory	Crossref
2017-07-097	10.1101/161786	10.1111/evo.13696	Cold Spring Harbor Laboratory	Crossref
2017-07-098	10.1101/170118	10.1073/pnas.1714723115	Cold Spring Harbor Laboratory	Crossref
2017-07-099	10.5194/acp-2017-451	10.5194/acp-18-4069-2018	Copernicus GmbH	Crossref
2017-07-100	10.5194/bg-2017-274	10.5194/bg-15-937-2018	Copernicus GmbH	Crossref
2017-08-001	10.1101/171793	10.1016/j.neuron.2018.08.020	Cold Spring Harbor Laboratory	Crossref
2017-08-002	10.5194/se-2017-86	10.5194/se-9-139-2018	Copernicus GmbH	Crossref
2017-08-003	10.1101/178343	10.1126/sciadv.1701854	Cold Spring Harbor Laboratory	Crossref
2017-08-004	10.1101/171124	10.1371/journal.pgen.1007510	Cold Spring Harbor Laboratory	Crossref
2017-08-005	10.1101/175547	10.1038/nsmb.3472	Cold Spring Harbor Laboratory	Crossref
2017-08-006	10.1101/176875	10.1021/acschembio.7b00883	Cold Spring Harbor Laboratory	Crossref
2017-08-007	10.1101/181578	10.1111/febs.14154	Cold Spring Harbor Laboratory	Crossref
2017-08-008	10.5194/acp-2017-783	10.5194/acp-18-5307-2018	Copernicus GmbH	Crossref
2017-08-009	10.1101/176081	10.1038/s41467-018-06560-z	Cold Spring Harbor Laboratory	Crossref
2017-08-010	10.31234/osf.io/wejbk	10.1093/oxfordhb/9780190263348.013.26	Center for Open Science	Crossref
2017-08-011	10.1101/181487	10.7554/elife.32035	Cold Spring Harbor Laboratory	Crossref
2017-08-012	10.1101/183129	10.1117/1.nph.4.4.045007	Cold Spring Harbor Laboratory	Crossref
2017-08-013	10.1101/172429	10.1016/j.mod.2018.08.009	Cold Spring Harbor Laboratory	Crossref
2017-08-014	10.5194/os-2017-59	10.5194/os-14-417-2018	Copernicus GmbH	Crossref
2017-08-015	10.5194/acp-2017-639	10.5194/acp-18-1671-2018	Copernicus GmbH	Crossref
2017-08-016	10.5194/nhess-2017-250	10.5194/nhess-18-2741-2018	Copernicus GmbH	Crossref
2017-08-017	10.5194/hess-2017-394	10.5194/hess-22-2007-2018	Copernicus GmbH	Crossref
2017-08-018	10.2196/preprints.8666	10.2196/jmir.8666	JMIR Publications Inc.	Crossref
2017-08-019	10.1101/171017	10.1016/j.neuroimage.2018.04.053	Cold Spring Harbor Laboratory	Crossref
2017-08-020	10.31234/osf.io/3vsfh	10.1098/rsos.170681	Center for Open Science	Crossref
2017-08-021	10.31219/osf.io/dfmbk	10.1007/978-3-662-47672-7_18	Center for Open Science	Crossref
2017-08-022	10.1101/177410	10.1371/journal.pcbi.1005973	Cold Spring Harbor Laboratory	Crossref
2017-08-023	10.1101/169813	10.1093/infdis/jix604	Cold Spring Harbor Laboratory	Crossref
2017-08-024	10.1101/179051	10.1002/hbm.24035	Cold Spring Harbor Laboratory	Crossref
2017-08-025	10.31236/osf.io/dt7p4	10.1016/j.jsams.2016.11.024	Center for Open Science	Crossref
2017-08-026	10.1101/180091	10.1016/j.bpj.2018.06.023	Cold Spring Harbor Laboratory	Crossref
2017-08-027	10.20944/preprints201708.0077.v1	10.3390/atmos8120245	MDPI AG	Crossref
2017-08-028	10.20944/preprints201708.0040.v2	10.3390/ijgi6090272	MDPI AG	Crossref
2017-08-029	10.1101/178590	10.1016/j.jmoldx.2018.02.006	Cold Spring Harbor Laboratory	Crossref
2017-08-030	10.7287/peerj.preprints.2278	10.7717/peerj.3788	PeerJ	Crossref
2017-08-031	10.5194/amt-2017-272	10.5194/amt-11-1549-2018	Copernicus GmbH	Crossref
2017-08-032	10.1101/176768	10.1074/mcp.ra117.000397	Cold Spring Harbor Laboratory	Crossref
2017-08-033	10.2196/preprints.8771	10.2196/resprot.8771	JMIR Publications Inc.	Crossref
2017-08-034	10.1101/180083	10.1186/s13007-017-0266-3	Cold Spring Harbor Laboratory	Crossref
2017-08-035	10.1101/171199	10.1093/bioinformatics/bty169	Cold Spring Harbor Laboratory	Crossref
2017-08-036	10.1101/173229	10.1128/msystems.00108-17	Cold Spring Harbor Laboratory	Crossref
2017-08-037	10.1101/179200	10.1371/journal.pcbi.1006091	Cold Spring Harbor Laboratory	Crossref
2017-08-038	10.1101/180968	10.1038/s41598-018-29763-2	Cold Spring Harbor Laboratory	Crossref
2017-08-039	10.1101/181636	10.7717/peerj.4892	Cold Spring Harbor Laboratory	Crossref
2017-08-040	10.1101/183160	10.1038/nature25462	Cold Spring Harbor Laboratory	Crossref
2017-08-041	10.1101/179176	10.1038/s41588-019-0564-y	Cold Spring Harbor Laboratory	Crossref
2017-08-042	10.1101/182634	10.1038/s41598-018-22226-8	Cold Spring Harbor Laboratory	Crossref
2017-08-043	10.1101/180810	10.1074/jbc.m117.815910	Cold Spring Harbor Laboratory	Crossref
2017-08-044	10.1101/174417	10.1523/eneuro.0149-18.2018	Cold Spring Harbor Laboratory	Crossref
2017-08-045	10.5194/hess-2017-435	10.5194/hess-22-2717-2018	Copernicus GmbH	Crossref
2017-08-046	10.5194/acp-2017-591	10.5194/acp-18-4377-2018	Copernicus GmbH	Crossref
2017-08-047	10.31219/osf.io/gnjxz	10.1080/09546553.2014.997355	Center for Open Science	Crossref
2017-08-048	10.1101/173567	10.7554/elife.31715	Cold Spring Harbor Laboratory	Crossref
2017-08-049	10.31219/osf.io/ujrgc	10.1126/science.1202092	Center for Open Science	Crossref
2017-08-050	10.1101/180935	10.1038/s41467-018-03909-2	Cold Spring Harbor Laboratory	Crossref
2017-08-051	10.5194/bg-2017-291	10.5194/bg-15-91-2018	Copernicus GmbH	Crossref
2017-08-052	10.5194/acp-2017-511	10.5194/acp-18-3269-2018	Copernicus GmbH	Crossref
2017-08-053	10.2196/preprints.8841	10.2196/rehab.8841	JMIR Publications Inc.	Crossref
2017-08-054	10.1101/178996	10.1073/pnas.1720476115	Cold Spring Harbor Laboratory	Crossref
2017-08-055	10.1101/172445	10.1523/jneurosci.2360-17.2018	Cold Spring Harbor Laboratory	Crossref
2017-08-056	10.31219/osf.io/n6ucv	10.1894/0038-4909-62.1.14	Center for Open Science	Crossref
2017-08-057	10.1101/178038	10.1038/s41598-017-18014-5	Cold Spring Harbor Laboratory	Crossref
2017-08-058	10.1101/173450	10.1002/hipo.23035	Cold Spring Harbor Laboratory	Crossref
2017-08-059	10.1101/180372	10.1038/s41467-018-04373-8	Cold Spring Harbor Laboratory	Crossref
2017-08-060	10.5194/acp-2017-613	10.5194/acp-18-11793-2018	Copernicus GmbH	Crossref
2017-08-061	10.20944/preprints201708.0088.v2	10.3390/data2030028	MDPI AG	Crossref
2017-08-062	10.5194/acp-2017-646	10.5194/acp-18-3433-2018	Copernicus GmbH	Crossref
2017-08-063	10.5194/tc-2017-139	10.5194/tc-12-477-2018	Copernicus GmbH	Crossref
2017-08-064	10.1101/171371	10.1038/s41562-018-0467-4	Cold Spring Harbor Laboratory	Crossref
2017-08-065	10.1101/180455	10.1152/jn.00629.2017	Cold Spring Harbor Laboratory	Crossref
2017-08-066	10.5194/hess-2017-385	10.5194/hess-23-2915-2019	Copernicus GmbH	Crossref
2017-08-067	10.1101/181057	10.1080/15592294.2017.1417710	Cold Spring Harbor Laboratory	Crossref
2017-08-068	10.1101/176222	10.1186/s12866-018-1155-2	Cold Spring Harbor Laboratory	Crossref
2017-08-069	10.1101/179606	10.1676/17-46	Cold Spring Harbor Laboratory	Crossref
2017-08-070	10.2196/preprints.8815	10.2196/mhealth.8815	JMIR Publications Inc.	Crossref
2017-08-071	10.1101/178947	10.1038/s41598-019-45020-6	Cold Spring Harbor Laboratory	Crossref
2017-08-072	10.2196/jrp.v7i3.8655	10.2196/resprot.8655	JMIR Publications Inc.	Crossref
2017-08-073	10.1101/182279	10.1242/dev.166215	Cold Spring Harbor Laboratory	Crossref
2017-08-074	10.5194/acp-2017-698	10.5194/acp-17-14579-2017	Copernicus GmbH	Crossref
2017-08-075	10.2196/jrp.v7i2.8659	10.2196/resprot.8659	JMIR Publications Inc.	Crossref
2017-08-076	10.1101/173252	10.1038/s41467-017-02760-1	Cold Spring Harbor Laboratory	Crossref
2017-08-077	10.5194/amt-2017-308	10.5194/amt-11-709-2018	Copernicus GmbH	Crossref
2017-08-078	10.20944/preprints201708.0011.v1	10.3390/s17122768	MDPI AG	Crossref
2017-08-079	10.1101/176867	10.1534/genetics.118.301719	Cold Spring Harbor Laboratory	Crossref
2017-08-080	10.1101/179739	10.1016/j.neunet.2019.04.022	Cold Spring Harbor Laboratory	Crossref
2017-08-081	10.20944/preprints201708.0104.v1	10.3390/su9091623	MDPI AG	Crossref
2017-08-082	10.1101/182964	10.1038/s41598-017-18146-8	Cold Spring Harbor Laboratory	Crossref
2017-08-083	10.1101/176529	10.1038/s41598-018-22416-4	Cold Spring Harbor Laboratory	Crossref
2017-08-084	10.5194/amt-2017-289	10.5194/amt-11-429-2018	Copernicus GmbH	Crossref
2017-08-085	10.1101/182907	10.1152/jn.00643.2017	Cold Spring Harbor Laboratory	Crossref
2017-08-086	10.2196/preprints.8806	10.2196/jmir.8806	JMIR Publications Inc.	Crossref
2017-08-087	10.20944/preprints201704.0118.v2	10.1016/j.engfracmech.2017.10.008	MDPI AG	Crossref
2017-08-088	10.20944/preprints201708.0036.v1	10.3390/axioms7010008	MDPI AG	Crossref
2017-08-089	10.5194/acp-2017-518	10.5194/acp-18-6923-2018	Copernicus GmbH	Crossref
2017-08-090	10.1101/180059	10.1093/jxb/ery414	Cold Spring Harbor Laboratory	Crossref
2017-08-091	10.1101/176396	10.1200/cci.18.00012	Cold Spring Harbor Laboratory	Crossref
2017-08-092	10.1101/174870	10.1039/c7em00082k	Cold Spring Harbor Laboratory	Crossref
2017-08-093	10.31234/osf.io/r23ev	10.1016/j.biopsycho.2017.08.051	Center for Open Science	Crossref
2017-08-094	10.5194/esurf-2017-48	10.5194/esurf-6-217-2018	Copernicus GmbH	Crossref
2017-08-095	10.1101/176370	10.1186/s12864-018-4913-5	Cold Spring Harbor Laboratory	Crossref
2017-08-096	10.1101/176362	10.7554/elife.35962	Cold Spring Harbor Laboratory	Crossref
2017-08-097	10.1101/178848	10.1186/s13072-017-0167-8	Cold Spring Harbor Laboratory	Crossref
2017-08-098	10.20944/preprints201708.0014.v1	10.3390/s17092109	MDPI AG	Crossref
2017-08-099	10.1101/179275	10.1093/bioinformatics/btx664	Cold Spring Harbor Laboratory	Crossref
2017-08-100	10.5194/essd-2017-77	10.5194/essd-10-195-2018	Copernicus GmbH	Crossref
2017-09-001	10.1101/195545	10.1002/gepi.22123	Cold Spring Harbor Laboratory	Crossref
2017-09-002	10.1101/191155	10.1007/s00213-018-4943-3	Cold Spring Harbor Laboratory	Crossref
2017-09-003	10.1101/188003	10.1186/s12964-017-0207-9	Cold Spring Harbor Laboratory	Crossref
2017-09-004	10.1101/186791	10.1534/g3.118.200123	Cold Spring Harbor Laboratory	Crossref
2017-09-005	10.1101/187831	10.1007/s12035-018-0902-6	Cold Spring Harbor Laboratory	Crossref
2017-09-006	10.2196/preprints.8915	10.2196/resprot.8915	JMIR Publications Inc.	Crossref
2017-09-007	10.2196/preprints.8976	10.2196/mededu.8976	JMIR Publications Inc.	Crossref
2017-09-008	10.31235/osf.io/ycaeg	10.1080/08873631.2014.951180	Center for Open Science	Crossref
2017-09-009	10.1101/184499	10.1074/jbc.m117.816272	Cold Spring Harbor Laboratory	Crossref
2017-09-010	10.2196/preprints.9054	10.2196/mhealth.9054	JMIR Publications Inc.	Crossref
2017-09-011	10.2196/preprints.8933	10.2196/jopm.8933	JMIR Publications Inc.	Crossref
2017-09-012	10.2196/preprints.9000	10.2196/cardio.9000	JMIR Publications Inc.	Crossref
2017-09-013	10.31234/osf.io/gn8aq	10.1037/gpr0000123	Center for Open Science	Crossref
2017-09-014	10.20944/preprints201709.0011.v1	10.3390/s17102314	MDPI AG	Crossref
2017-09-015	10.2196/jmir.v20i2.9021	10.2196/jmir.9021	JMIR Publications Inc.	Crossref
2017-09-016	10.1101/188235	10.1007/s00122-017-3003-4	Cold Spring Harbor Laboratory	Crossref
2017-09-017	10.1101/185405	10.1038/s41593-017-0005-0	Cold Spring Harbor Laboratory	Crossref
2017-09-018	10.2196/preprints.8990	10.2196/resprot.8990	JMIR Publications Inc.	Crossref
2017-09-019	10.5194/tc-2017-170	10.5194/tc-12-1665-2018	Copernicus GmbH	Crossref
2017-09-020	10.1101/190496	10.1107/s2052252518000519	Cold Spring Harbor Laboratory	Crossref
2017-09-021	10.31219/osf.io/k34vd	10.4319/lo.1981.26.3.0445	Center for Open Science	Crossref
2017-09-022	10.20944/preprints201709.0109.v1	10.3390/en10101651	MDPI AG	Crossref
2017-09-023	10.5194/amt-2017-265	10.5194/amt-11-1669-2018	Copernicus GmbH	Crossref
2017-09-024	10.1101/187641	10.1186/s12859-017-1900-9	Cold Spring Harbor Laboratory	Crossref
2017-09-025	10.1101/188938	10.1093/cercor/bhz140	Cold Spring Harbor Laboratory	Crossref
2017-09-026	10.31224/osf.io/wfcds	10.1139/cjce-2017-0214	Center for Open Science	Crossref
2017-09-027	10.1101/189563	10.7554/elife.30498	Cold Spring Harbor Laboratory	Crossref
2017-09-028	10.31219/osf.io/evfd4	10.1142/s0219649214500142	Center for Open Science	Crossref
2017-09-029	10.31235/osf.io/2ys6a	10.24093/awejtls/vol1no3.1	Center for Open Science	Crossref
2017-09-030	10.20944/preprints201709.0130.v1	10.3390/informatics4040043	MDPI AG	Crossref
2017-09-031	10.31219/osf.io/593bw	10.1177/0011392113514892	Center for Open Science	Crossref
2017-09-032	10.1101/189985	10.1038/s41598-018-23838-w	Cold Spring Harbor Laboratory	Crossref
2017-09-033	10.2196/preprints.8983	10.2196/jmir.8983	JMIR Publications Inc.	Crossref
2017-09-034	10.1101/188987	10.1073/pnas.1716582115	Cold Spring Harbor Laboratory	Crossref
2017-09-035	10.1101/184143	10.1242/bio.029512	Cold Spring Harbor Laboratory	Crossref
2017-09-036	10.1101/187468	10.1093/bioinformatics/bty010	Cold Spring Harbor Laboratory	Crossref
2017-09-037	10.1101/186809	10.4049/jimmunol.1701061	Cold Spring Harbor Laboratory	Crossref
2017-09-038	10.5194/hess-2017-493	10.5194/hess-22-1001-2018	Copernicus GmbH	Crossref
2017-09-039	10.31235/osf.io/7sqvd	10.24093/awejtls/vol1no3.9	Center for Open Science	Crossref
2017-09-040	10.1101/191122	10.1186/s13059-018-1437-x	Cold Spring Harbor Laboratory	Crossref
2017-09-041	10.31232/osf.io/yq2cz	10.1007/s11892-015-0667-5	Center for Open Science	Crossref
2017-09-042	10.1101/161869	10.1534/g3.118.200446	Cold Spring Harbor Laboratory	Crossref
2017-09-043	10.20944/preprints201709.0061.v1	10.3390/coatings7110181	MDPI AG	Crossref
2017-09-044	10.1101/195016	10.1021/acs.jproteome.7b00675	Cold Spring Harbor Laboratory	Crossref
2017-09-045	10.5194/amt-2017-341	10.5194/amt-11-33-2018	Copernicus GmbH	Crossref
2017-09-046	10.20944/preprints201709.0151.v1	10.3390/nano7100341	MDPI AG	Crossref
2017-09-047	10.5194/esd-2017-79	10.5194/esd-9-383-2018	Copernicus GmbH	Crossref
2017-09-048	10.1101/189662	10.1016/bs.mie.2017.11.031	Cold Spring Harbor Laboratory	Crossref
2017-09-049	10.5194/gmd-2017-214	10.5194/gmd-11-103-2018	Copernicus GmbH	Crossref
2017-09-050	10.1101/187260	10.1038/s41467-018-06867-x	Cold Spring Harbor Laboratory	Crossref
2017-09-051	10.5194/bg-2017-368	10.5194/bg-15-797-2018	Copernicus GmbH	Crossref
2017-09-052	10.31219/osf.io/g2pwx	10.1108/14684521211276000	Center for Open Science	Crossref
2017-09-053	10.2196/jmir.v20i2.7789	10.2196/jmir.7789	JMIR Publications Inc.	Crossref
2017-09-054	10.1101/187104	10.3389/fimmu.2018.01490	Cold Spring Harbor Laboratory	Crossref
2017-09-055	10.2196/preprints.8982	10.2196/resprot.8982	JMIR Publications Inc.	Crossref
2017-09-056	10.20944/preprints201704.0128.v2	10.3390/designs1020008	MDPI AG	Crossref
2017-09-057	10.5194/cp-2017-114	10.5194/cp-14-351-2018	Copernicus GmbH	Crossref
2017-09-058	10.2196/preprints.8912	10.2196/medinform.8912	JMIR Publications Inc.	Crossref
2017-09-059	10.1101/185520	10.1038/npp.2017.250	Cold Spring Harbor Laboratory	Crossref
2017-09-060	10.31234/osf.io/ztga9	10.1037/dev0000361	Center for Open Science	Crossref
2017-09-061	10.1101/191106	10.1088/1361-6404/aa903d	Cold Spring Harbor Laboratory	Crossref
2017-09-062	10.2196/preprints.8921	10.2196/publichealth.8921	JMIR Publications Inc.	Crossref
2017-09-063	10.1101/191916	10.1016/j.neuroimage.2018.03.034	Cold Spring Harbor Laboratory	Crossref
2017-09-064	10.1101/190991	10.1016/j.cobeha.2017.12.002	Cold Spring Harbor Laboratory	Crossref
2017-09-065	10.7287/peerj.preprints.3221	10.7717/peerj.4175	PeerJ	Crossref
2017-09-066	10.1101/186031	10.1093/hmg/ddz304	Cold Spring Harbor Laboratory	Crossref
2017-09-067	10.2196/preprints.9038	10.2196/resprot.9038	JMIR Publications Inc.	Crossref
2017-09-068	10.1101/182956	10.1093/bioinformatics/bty165	Cold Spring Harbor Laboratory	Crossref
2017-09-069	10.31219/osf.io/ardb8	10.1016/s0140-6736(16)31403-9	Center for Open Science	Crossref
2017-09-070	10.1101/186155	10.1038/s41467-017-02222-8	Cold Spring Harbor Laboratory	Crossref
2017-09-071	10.31219/osf.io/pf6cb	10.2298/fuace0801139b	Center for Open Science	Crossref
2017-09-072	10.1101/185488	10.1093/bioinformatics/bty305	Cold Spring Harbor Laboratory	Crossref
2017-09-073	10.2196/preprints.8987	10.2196/jmir.8987	JMIR Publications Inc.	Crossref
2017-09-074	10.1101/183780	10.1038/s41598-018-23641-7	Cold Spring Harbor Laboratory	Crossref
2017-09-075	10.1101/185348	10.1128/msystems.00123-17	Cold Spring Harbor Laboratory	Crossref
2017-09-076	10.1101/194761	10.1111/gcb.14715	Cold Spring Harbor Laboratory	Crossref
2017-09-077	10.1101/183525	10.1007/s00429-018-1675-4	Cold Spring Harbor Laboratory	Crossref
2017-09-078	10.2196/preprints.9014	10.2196/jmir.9014	JMIR Publications Inc.	Crossref
2017-09-079	10.5194/amt-2017-211	10.5194/amt-11-551-2018	Copernicus GmbH	Crossref
2017-09-080	10.1101/182659	10.1038/s41598-018-23563-4	Cold Spring Harbor Laboratory	Crossref
2017-09-081	10.31234/osf.io/kjgwr	10.1002/ab.21724	Center for Open Science	Crossref
2017-09-082	10.2196/preprints.9070	10.2196/jmir.9070	JMIR Publications Inc.	Crossref
2017-09-083	10.20944/preprints201709.0056.v1	10.3390/molecules22101601	MDPI AG	Crossref
2017-09-084	10.31219/osf.io/g2ws5	10.1016/j.energy.2008.08.009	Center for Open Science	Crossref
2017-09-085	10.1101/189464	10.1016/j.neuron.2017.12.020	Cold Spring Harbor Laboratory	Crossref
2017-09-086	10.1101/184523	10.1093/abbs/gmy017	Cold Spring Harbor Laboratory	Crossref
2017-09-087	10.31232/osf.io/b8c7x	10.1016/j.physbeh.2014.04.025	Center for Open Science	Crossref
2017-09-088	10.5194/essd-2017-107	10.5194/essd-10-595-2018	Copernicus GmbH	Crossref
2017-09-089	10.2196/preprints.8884	10.2196/jmir.8884	JMIR Publications Inc.	Crossref
2017-09-090	10.5194/amt-2017-293	10.5194/amt-11-369-2018	Copernicus GmbH	Crossref
2017-09-091	10.5194/tc-2017-157	10.5194/tc-12-1137-2018	Copernicus GmbH	Crossref
2017-09-092	10.1101/185132	10.1523/jneurosci.1163-17.2017	Cold Spring Harbor Laboratory	Crossref
2017-09-093	10.2196/preprints.8957	10.2196/jopm.8957	JMIR Publications Inc.	Crossref
2017-09-094	10.2196/preprints.8961	10.2196/jmir.8961	JMIR Publications Inc.	Crossref
2017-09-095	10.1101/193938	10.1093/hmg/ddy091	Cold Spring Harbor Laboratory	Crossref
2017-09-096	10.1101/188078	10.1186/s12936-018-2349-7	Cold Spring Harbor Laboratory	Crossref
2017-09-097	10.5194/bg-2017-342	10.5194/bg-15-1469-2018	Copernicus GmbH	Crossref
2017-09-098	10.1101/183749	10.1128/mbio.02359-17	Cold Spring Harbor Laboratory	Crossref
2017-09-099	10.1101/188797	10.1371/journal.pone.0195972	Cold Spring Harbor Laboratory	Crossref
2017-09-100	10.1101/190868	10.1038/s41467-018-06798-7	Cold Spring Harbor Laboratory	Crossref
2017-10-001	10.5194/bg-2017-437	10.5194/bg-15-1483-2018	Copernicus GmbH	Crossref
2017-10-002	10.20944/preprints201710.0026.v1	10.3390/s17112614	MDPI AG	Crossref
2017-10-003	10.2196/preprints.9148	10.2196/mhealth.9148	JMIR Publications Inc.	Crossref
2017-10-004	10.1101/198689	10.1186/s13059-018-1504-3	Cold Spring Harbor Laboratory	Crossref
2017-10-005	10.5194/amt-2017-333	10.5194/amt-11-3397-2018	Copernicus GmbH	Crossref
2017-10-006	10.1101/198499	10.1038/s41593-019-0360-0	Cold Spring Harbor Laboratory	Crossref
2017-10-007	10.2196/preprints.9181	10.2196/jmir.9181	JMIR Publications Inc.	Crossref
2017-10-008	10.1101/201368	10.1016/j.pbb.2018.04.006	Cold Spring Harbor Laboratory	Crossref
2017-10-009	10.1101/198978	10.1016/j.molcel.2017.11.008	Cold Spring Harbor Laboratory	Crossref
2017-10-010	10.1101/203547	10.1080/07391102.2017.1415822	Cold Spring Harbor Laboratory	Crossref
2017-10-011	10.1101/197954	10.1038/s41467-018-04219-3	Cold Spring Harbor Laboratory	Crossref
2017-10-012	10.1101/205310	10.1007/s11571-019-09564-7	Cold Spring Harbor Laboratory	Crossref
2017-10-013	10.2196/preprints.9151	10.2196/mhealth.9151	JMIR Publications Inc.	Crossref
2017-10-014	10.2196/preprints.9039	10.2196/humanfactors.9039	JMIR Publications Inc.	Crossref
2017-10-015	10.5194/acp-2017-900	10.5194/acp-18-6679-2018	Copernicus GmbH	Crossref
2017-10-016	10.1101/198002	10.1016/j.cortex.2018.03.008	Cold Spring Harbor Laboratory	Crossref
2017-10-017	10.20944/preprints201710.0180.v1	10.3390/ijms18122750	MDPI AG	Crossref
2017-10-018	10.5194/acp-2017-758	10.5194/acp-18-4439-2018	Copernicus GmbH	Crossref
2017-10-019	10.20944/preprints201710.0039.v1	10.3390/en10122041	MDPI AG	Crossref
2017-10-020	10.1101/197798	10.1186/s12864-018-5082-2	Cold Spring Harbor Laboratory	Crossref
2017-10-021	10.1101/209643	10.1091/mbc.e17-10-0608	Cold Spring Harbor Laboratory	Crossref
2017-10-022	10.1101/199166	10.1371/journal.pbio.2003998	Cold Spring Harbor Laboratory	Crossref
2017-10-023	10.5194/acp-2017-905	10.5194/acp-18-2809-2018	Copernicus GmbH	Crossref
2017-10-024	10.1101/204503	10.12688/wellcomeopenres.14438.1	Cold Spring Harbor Laboratory	Crossref
2017-10-025	10.1101/197046	10.1007/s10544-017-0246-4	Cold Spring Harbor Laboratory	Crossref
2017-10-026	10.1101/198176	10.1016/j.ijantimicag.2018.01.019	Cold Spring Harbor Laboratory	Crossref
2017-10-027	10.1101/198911	10.1371/journal.pgen.1007856	Cold Spring Harbor Laboratory	Crossref
2017-10-028	10.5194/gmd-2017-228	10.5194/gmd-11-2789-2018	Copernicus GmbH	Crossref
2017-10-029	10.1101/206615	10.1098/rsos.170838	Cold Spring Harbor Laboratory	Crossref
2017-10-030	10.1101/207217	10.1007/s00114-018-1551-3	Cold Spring Harbor Laboratory	Crossref
2017-10-031	10.1101/210708	10.1371/journal.ppat.1007086	Cold Spring Harbor Laboratory	Crossref
2017-10-032	10.5194/wes-2017-41	10.5194/wes-3-149-2018	Copernicus GmbH	Crossref
2017-10-033	10.1101/209841	10.1016/j.compbiolchem.2017.10.010	Cold Spring Harbor Laboratory	Crossref
2017-10-034	10.1101/199273	10.1038/s41598-018-22790-z	Cold Spring Harbor Laboratory	Crossref
2017-10-035	10.1101/205054	10.1021/acs.analchem.7b04713	Cold Spring Harbor Laboratory	Crossref
2017-10-036	10.1101/211144	10.1111/evo.13489	Cold Spring Harbor Laboratory	Crossref
2017-10-037	10.5194/wes-2017-45	10.5194/wes-3-203-2018	Copernicus GmbH	Crossref
2017-10-038	10.31235/osf.io/ket5j	10.1080/1369118x.2018.1428655	Center for Open Science	Crossref
2017-10-039	10.5194/acp-2017-818	10.5194/acp-18-3469-2018	Copernicus GmbH	Crossref
2017-10-040	10.5194/bg-2017-416	10.5194/bg-15-2649-2018	Copernicus GmbH	Crossref
2017-10-041	10.1101/208637	10.1016/j.cortex.2017.10.016	Cold Spring Harbor Laboratory	Crossref
2017-10-042	10.1101/200766	10.1371/journal.pone.0198135	Cold Spring Harbor Laboratory	Crossref
2017-10-043	10.1101/208983	10.1073/pnas.1718646115	Cold Spring Harbor Laboratory	Crossref
2017-10-044	10.1101/207498	10.1038/s41467-018-08000-4	Cold Spring Harbor Laboratory	Crossref
2017-10-045	10.5194/acp-2017-929	10.5194/acp-18-4153-2018	Copernicus GmbH	Crossref
2017-10-046	10.1101/197921	10.1111/nph.15021	Cold Spring Harbor Laboratory	Crossref
2017-10-047	10.2196/preprints.9095	10.2196/resprot.9095	JMIR Publications Inc.	Crossref
2017-10-048	10.31235/osf.io/kf9zv	10.24093/awej/vol8no3.5	Center for Open Science	Crossref
2017-10-049	10.31219/osf.io/f6ktr	10.1111/j.1550-7408.2009.00466.x	Center for Open Science	Crossref
2017-10-050	10.5194/gmd-2017-209	10.5194/gmd-11-1421-2018	Copernicus GmbH	Crossref
2017-10-051	10.2196/jrp.v7i2.9239	10.2196/resprot.9239	JMIR Publications Inc.	Crossref
2017-10-052	10.5194/acp-2017-883	10.5194/acp-18-3717-2018	Copernicus GmbH	Crossref
2017-10-053	10.31233/osf.io/jeskv	10.1098/rsbl.2014.0835	Center for Open Science	Crossref
2017-10-054	10.1101/210039	10.1073/pnas.1818877116	Cold Spring Harbor Laboratory	Crossref
2017-10-055	10.1101/203414	10.1523/jneurosci.3152-17.2018	Cold Spring Harbor Laboratory	Crossref
2017-10-056	10.5194/amt-2017-336	10.5194/amt-11-2101-2018	Copernicus GmbH	Crossref
2017-10-057	10.1101/200873	10.1016/j.neuropsychologia.2017.10.016	Cold Spring Harbor Laboratory	Crossref
2017-10-058	10.1101/198481	10.1128/jb.00703-17	Cold Spring Harbor Laboratory	Crossref
2017-10-059	10.5194/gmd-2017-221	10.5194/gmd-11-1161-2018	Copernicus GmbH	Crossref
2017-10-060	10.2196/preprints.9154	10.2196/resprot.9154	JMIR Publications Inc.	Crossref
2017-10-061	10.1101/198010	10.1073/pnas.1717139115	Cold Spring Harbor Laboratory	Crossref
2017-10-062	10.7287/peerj.preprints.3361	10.7717/peerj.4197	PeerJ	Crossref
2017-10-063	10.1101/201269	10.1371/journal.pcbi.1006048	Cold Spring Harbor Laboratory	Crossref
2017-10-064	10.1101/200402	10.1016/j.neuron.2018.07.009	Cold Spring Harbor Laboratory	Crossref
2017-10-065	10.1101/211417	10.1093/bioinformatics/bty664	Cold Spring Harbor Laboratory	Crossref
